3 phase apparent power all meters exported from database
Time,AG_SCIENCE__MCC_MTR,BIOMEDICAL_SCIENCE_CH_MTR_1,BIOMEDICAL_SCIENCE_CH_MTR_2,BIOMEDICAL_SCIENCE_MAIN_A_MTR,BIOMEDICAL_SCIENCE_MAIN_B_MTR,BIOMEDICAL_SCIENCE_MCC_A_MTR,HAMILTON_LIB_PH_III_CH_1_MTR,HAMILTON_LIB_PH_III_CH_2_MTR,HAMILTON_LIB_PH_III_CH_3_MTR,HAMILTON_LIB_PH_III_MAIN_1_MTR,HAMILTON_LIB_PH_III_MAIN_2_MTR,HAMILTON_LIB_PH_III_MCC_AC1_MTR,HAMILTON_LIB_PH_III_MCC_AC2_MTR
Aug 11 24  20:47,118420.00,0.00,290110.00,740220.00,43690.00,153930.00,1660.00,124940.00,1520.00,303940.00,85540.00,52990.00,17320.00
Aug 11 24  20:48,128350.00,0.00,290390.00,741060.00,43820.00,155330.00,1660.00,124940.00,1520.00,315490.00,85340.00,52990.00,16520.00
Aug 11 24  20:49,121040.00,0.00,291500.00,737500.00,44320.00,154340.00,1660.00,124760.00,1520.00,306280.00,85670.00,52990.00,16520.00
Aug 11 24  20:50,127130.00,0.00,291600.00,734970.00,44180.00,153260.00,1660.00,124760.00,1850.00,303490.00,85500.00,53110.00,16520.00
Aug 11 24  20:51,132720.00,0.00,290720.00,738340.00,44660.00,152510.00,1660.00,124760.00,1850.00,302720.00,85910.00,53110.00,16330.00
Aug 11 24  20:52,123070.00,0.00,288320.00,743800.00,41340.00,150180.00,1650.00,124760.00,1850.00,301890.00,85550.00,53110.00,16330.00
Aug 11 24  20:53,124600.00,0.00,290910.00,735900.00,43260.00,151190.00,1650.00,124330.00,1840.00,307200.00,85550.00,53110.00,16330.00
Aug 11 24  20:54,131460.00,0.00,291540.00,735590.00,41500.00,152430.00,1650.00,124330.00,1840.00,304550.00,85650.00,53120.00,16330.00
Aug 11 24  20:55,128430.00,0.00,290760.00,734600.00,44140.00,152780.00,0.00,124330.00,1840.00,303540.00,86100.00,53120.00,15710.00
Aug 11 24  20:56,133160.00,0.00,291390.00,737780.00,43210.00,155040.00,0.00,126220.00,1840.00,309900.00,85510.00,53120.00,15710.00
Aug 11 24  20:57,138120.00,0.00,291450.00,738160.00,43380.00,154600.00,0.00,126220.00,1850.00,306990.00,85700.00,53360.00,15710.00
Aug 11 24  20:58,123610.00,0.00,291100.00,738480.00,42620.00,154160.00,0.00,126220.00,1850.00,309570.00,85580.00,53360.00,15090.00
Aug 11 24  20:59,121410.00,0.00,290980.00,751870.00,44050.00,152980.00,0.00,128720.00,1850.00,323020.00,86570.00,53360.00,15090.00
Aug 11 24  21:00,133380.00,0.00,291810.00,735180.00,42150.00,153050.00,0.00,128720.00,1840.00,311180.00,86050.00,53360.00,15090.00
Aug 11 24  21:01,135700.00,0.00,290520.00,730970.00,42300.00,150160.00,0.00,128720.00,1840.00,319660.00,85680.00,53820.00,15180.00
Aug 11 24  21:02,121200.00,0.00,293890.00,711710.00,40080.00,151260.00,0.00,128720.00,1840.00,344660.00,85490.00,53820.00,15180.00
Aug 11 24  21:03,128740.00,0.00,294870.00,713550.00,40910.00,150990.00,0.00,131730.00,1540.00,338360.00,85400.00,53820.00,15180.00
Aug 11 24  21:04,131840.00,0.00,293280.00,712110.00,37130.00,154150.00,0.00,131730.00,1540.00,335120.00,85330.00,53880.00,15180.00
Aug 11 24  21:05,123860.00,0.00,294120.00,708780.00,36530.00,154500.00,0.00,131730.00,1540.00,334430.00,85430.00,53880.00,15520.00
Aug 11 24  21:06,130160.00,0.00,294570.00,724540.00,38150.00,154930.00,0.00,135320.00,1540.00,347700.00,85590.00,53880.00,15520.00
Aug 11 24  21:07,130340.00,0.00,294900.00,717620.00,38390.00,154020.00,0.00,135320.00,1530.00,337410.00,85840.00,54140.00,15520.00
Aug 11 24  21:08,129270.00,0.00,293090.00,718820.00,39020.00,154200.00,0.00,135320.00,1530.00,339630.00,85520.00,54140.00,16790.00
Aug 11 24  21:09,132220.00,0.00,293980.00,714710.00,38820.00,153490.00,0.00,138530.00,1530.00,337780.00,85510.00,54140.00,16790.00
Aug 11 24  21:10,138230.00,0.00,294240.00,712940.00,39490.00,151930.00,0.00,138530.00,1540.00,334950.00,85270.00,54140.00,16790.00
Aug 11 24  21:11,127320.00,0.00,290810.00,730360.00,40550.00,149210.00,0.00,138530.00,1540.00,333120.00,85730.00,54350.00,17450.00
Aug 11 24  21:12,131390.00,0.00,296740.00,739380.00,40710.00,150720.00,0.00,138530.00,1540.00,349390.00,85660.00,54350.00,17450.00
Aug 11 24  21:13,131690.00,0.00,293600.00,752410.00,39160.00,153440.00,0.00,140010.00,1540.00,341720.00,85460.00,54350.00,17450.00
Aug 11 24  21:14,127750.00,0.00,292500.00,741270.00,39400.00,153670.00,0.00,140010.00,1540.00,337470.00,85470.00,54480.00,17450.00
Aug 11 24  21:15,126130.00,0.00,293160.00,741140.00,39560.00,155180.00,0.00,140010.00,1540.00,348470.00,85490.00,54480.00,18910.00
Aug 11 24  21:16,120820.00,0.00,292900.00,736870.00,38510.00,153970.00,0.00,139500.00,1540.00,342380.00,85400.00,54480.00,18910.00
Aug 11 24  21:17,131750.00,0.00,291840.00,736760.00,41280.00,153220.00,0.00,139500.00,1860.00,335540.00,85390.00,54270.00,18910.00
Aug 11 24  21:18,137370.00,0.00,292640.00,740090.00,40630.00,152150.00,0.00,139500.00,1860.00,356500.00,85340.00,54270.00,19970.00
Aug 11 24  21:19,127740.00,0.00,292760.00,740240.00,42730.00,150890.00,0.00,139530.00,1860.00,373940.00,85480.00,54270.00,19970.00
Aug 11 24  21:20,128810.00,0.00,292490.00,741570.00,41250.00,152250.00,0.00,139530.00,1840.00,343530.00,85320.00,54270.00,19970.00
Aug 11 24  21:21,123130.00,0.00,292020.00,745890.00,43380.00,151820.00,0.00,139530.00,1840.00,354040.00,85480.00,54400.00,20090.00
Aug 11 24  21:22,131760.00,0.00,290160.00,730480.00,41070.00,152390.00,0.00,139530.00,1840.00,358820.00,85360.00,54400.00,20090.00
Aug 11 24  21:23,121730.00,0.00,292530.00,736990.00,42120.00,154520.00,0.00,138680.00,1860.00,352730.00,85520.00,54400.00,20090.00
Aug 11 24  21:24,129070.00,0.00,291210.00,740670.00,42400.00,153260.00,0.00,138680.00,1860.00,358630.00,85390.00,54440.00,20090.00
Aug 11 24  21:25,137790.00,0.00,290890.00,738590.00,42180.00,153980.00,0.00,138680.00,1860.00,353040.00,85630.00,54440.00,19970.00
Aug 11 24  21:26,123530.00,0.00,291180.00,737150.00,43490.00,152430.00,0.00,137780.00,1860.00,358320.00,85470.00,54440.00,19970.00
Aug 11 24  21:27,124390.00,0.00,290890.00,733700.00,43690.00,152080.00,0.00,137780.00,1860.00,347940.00,85600.00,54510.00,19970.00
Aug 11 24  21:28,130910.00,0.00,286150.00,740160.00,43780.00,149400.00,0.00,137780.00,1860.00,347600.00,85430.00,54510.00,20540.00
Aug 11 24  21:29,123570.00,0.00,293230.00,738390.00,43220.00,151640.00,0.00,135760.00,1860.00,347390.00,85400.00,54510.00,20540.00
Aug 11 24  21:30,130720.00,0.00,292700.00,738500.00,42290.00,153860.00,0.00,135760.00,1550.00,344840.00,85390.00,54510.00,20540.00
Aug 11 24  21:31,123080.00,0.00,291780.00,739280.00,42360.00,152060.00,0.00,135760.00,1550.00,336450.00,85220.00,54370.00,21170.00
Aug 11 24  21:32,132770.00,0.00,292120.00,739320.00,41210.00,153140.00,0.00,135760.00,1550.00,342760.00,85660.00,54370.00,21170.00
Aug 11 24  21:33,137670.00,0.00,291420.00,734840.00,37510.00,153140.00,0.00,134000.00,1540.00,349590.00,85600.00,54370.00,21170.00
Aug 11 24  21:34,139020.00,0.00,292560.00,735150.00,36960.00,154160.00,0.00,134000.00,1540.00,334510.00,85670.00,54430.00,21170.00
Aug 11 24  21:35,139510.00,0.00,291620.00,749060.00,37320.00,152560.00,0.00,134000.00,1540.00,341760.00,85440.00,54430.00,21200.00
Aug 11 24  21:36,137480.00,0.00,291630.00,736270.00,37090.00,150480.00,0.00,131150.00,1540.00,331000.00,85660.00,54430.00,21200.00
Aug 11 24  21:37,123900.00,0.00,293210.00,740050.00,37550.00,151290.00,0.00,131150.00,1550.00,344720.00,85520.00,54030.00,21200.00
Aug 11 24  21:38,130600.00,0.00,292400.00,741040.00,38280.00,151560.00,0.00,131150.00,1550.00,338220.00,85480.00,54030.00,21320.00
Aug 11 24  21:39,120810.00,0.00,292940.00,734760.00,37960.00,154590.00,0.00,129500.00,1550.00,351540.00,85690.00,54030.00,21320.00
Aug 11 24  21:40,129280.00,0.00,293250.00,744190.00,39270.00,153730.00,0.00,129500.00,1540.00,334900.00,85550.00,54030.00,21320.00
Aug 11 24  21:41,119880.00,0.00,292890.00,739790.00,38710.00,153290.00,0.00,129500.00,1540.00,332590.00,86380.00,53920.00,20900.00
Aug 11 24  21:42,130260.00,0.00,292550.00,753780.00,37220.00,154650.00,0.00,129500.00,1540.00,342910.00,85860.00,53920.00,20900.00
Aug 11 24  21:43,134890.00,0.00,293510.00,737520.00,38300.00,153390.00,0.00,129480.00,1540.00,344010.00,85540.00,53920.00,20900.00
Aug 11 24  21:44,120160.00,0.00,291410.00,735120.00,40430.00,152040.00,0.00,129480.00,1540.00,333280.00,85290.00,53790.00,20900.00
Aug 11 24  21:45,128640.00,0.00,290810.00,737710.00,41530.00,150620.00,0.00,129480.00,1540.00,305920.00,85590.00,53790.00,20150.00
Aug 11 24  21:46,124080.00,0.00,292640.00,738640.00,42550.00,150210.00,0.00,127270.00,1540.00,310450.00,86490.00,53790.00,20150.00
Aug 11 24  21:47,131280.00,0.00,293720.00,715750.00,42240.00,152320.00,0.00,127270.00,1830.00,308320.00,85310.00,53790.00,20150.00
Aug 11 24  21:48,130830.00,0.00,293010.00,708260.00,41520.00,153760.00,0.00,127270.00,1830.00,302030.00,85390.00,53470.00,19230.00
Aug 11 24  21:49,133400.00,0.00,294590.00,725330.00,42480.00,153020.00,0.00,127270.00,1830.00,298560.00,85340.00,53470.00,19230.00
Aug 11 24  21:50,133970.00,0.00,295460.00,716740.00,41840.00,153050.00,0.00,125460.00,1820.00,300690.00,85390.00,53470.00,19230.00
Aug 11 24  21:51,135250.00,0.00,294340.00,714350.00,39020.00,151740.00,0.00,125460.00,1820.00,297750.00,85580.00,53210.00,19230.00
Aug 11 24  21:52,135760.00,0.00,295030.00,714510.00,39610.00,151250.00,0.00,125460.00,1820.00,306610.00,85650.00,53210.00,18400.00
Aug 11 24  21:53,118380.00,0.00,292680.00,709440.00,39030.00,150690.00,0.00,126240.00,1820.00,299670.00,85300.00,53210.00,18400.00
Aug 11 24  21:54,126330.00,0.00,294600.00,710440.00,39950.00,149510.00,0.00,126240.00,1830.00,300060.00,85750.00,53280.00,18400.00
Aug 11 24  21:55,132090.00,0.00,296300.00,741120.00,40530.00,150850.00,0.00,126240.00,1830.00,304690.00,85180.00,53280.00,18190.00
Aug 11 24  21:56,123150.00,0.00,294480.00,751070.00,42160.00,153060.00,0.00,127300.00,1830.00,295760.00,85250.00,53280.00,18190.00
Aug 11 24  21:57,114430.00,0.00,293070.00,740210.00,42350.00,151840.00,0.00,127300.00,1840.00,308020.00,87370.00,53280.00,18190.00
Aug 11 24  21:58,121380.00,0.00,292500.00,738280.00,45240.00,153160.00,0.00,127300.00,1840.00,308350.00,85760.00,53500.00,18180.00
Aug 11 24  21:59,121310.00,0.00,292530.00,735940.00,45490.00,153040.00,0.00,127300.00,1840.00,310080.00,86370.00,53500.00,18180.00
Aug 11 24  22:00,121070.00,0.00,292900.00,734130.00,44910.00,151970.00,0.00,125610.00,1490.00,317500.00,85990.00,53500.00,18180.00
Aug 11 24  22:01,132140.00,0.00,291820.00,735800.00,45840.00,151390.00,0.00,125610.00,1490.00,328620.00,85970.00,53710.00,18180.00
Aug 11 24  22:02,131370.00,0.00,292330.00,735390.00,45450.00,150980.00,0.00,125610.00,1490.00,316690.00,85590.00,53710.00,17700.00
Aug 11 24  22:03,132190.00,0.00,293920.00,748380.00,43920.00,152470.00,0.00,127460.00,1490.00,315580.00,85580.00,53710.00,17700.00
Aug 11 24  22:04,126260.00,0.00,292910.00,739220.00,44380.00,152510.00,0.00,127460.00,1480.00,320740.00,85510.00,54340.00,17700.00
Aug 11 24  22:05,124560.00,0.00,290870.00,730500.00,44930.00,151720.00,0.00,127460.00,1480.00,324560.00,85440.00,54340.00,17790.00
Aug 11 24  22:06,123810.00,0.00,290780.00,731280.00,45630.00,151330.00,0.00,129960.00,1480.00,322480.00,85510.00,54340.00,17790.00
Aug 11 24  22:07,127950.00,0.00,293300.00,736840.00,44190.00,152810.00,0.00,129960.00,1490.00,328480.00,85500.00,54340.00,17790.00
Aug 11 24  22:08,135280.00,0.00,291360.00,735090.00,40620.00,150280.00,0.00,129960.00,1490.00,339370.00,86670.00,54280.00,17790.00
Aug 11 24  22:09,125480.00,0.00,291340.00,735510.00,39320.00,150040.00,0.00,129960.00,1490.00,355170.00,85640.00,54280.00,18110.00
Aug 11 24  22:10,132540.00,0.00,292000.00,765640.00,38250.00,151340.00,0.00,136260.00,1490.00,345140.00,86120.00,54280.00,18110.00
Aug 11 24  22:11,137580.00,0.00,290980.00,744530.00,38960.00,152480.00,0.00,136260.00,1490.00,347610.00,85440.00,54390.00,18110.00
Aug 11 24  22:12,138900.00,0.00,291480.00,737300.00,37550.00,152430.00,0.00,136260.00,1490.00,347850.00,85840.00,54390.00,18260.00
Aug 11 24  22:13,136750.00,0.00,292280.00,739100.00,38320.00,154190.00,0.00,137660.00,1490.00,352190.00,85480.00,54390.00,18260.00
Aug 11 24  22:14,119960.00,0.00,290670.00,735990.00,38120.00,152030.00,0.00,137660.00,1800.00,354800.00,85310.00,54390.00,18260.00
Aug 11 24  22:15,130080.00,0.00,290810.00,737640.00,37630.00,150160.00,0.00,137660.00,1800.00,355600.00,85460.00,54440.00,18260.00
Aug 11 24  22:16,124970.00,0.00,288380.00,730430.00,40250.00,149420.00,0.00,137660.00,1800.00,349770.00,85660.00,54440.00,19990.00
Aug 11 24  22:17,130620.00,0.00,293760.00,732400.00,38260.00,150860.00,0.00,138290.00,1800.00,348950.00,85650.00,54440.00,19990.00
Aug 11 24  22:18,120570.00,0.00,292000.00,742970.00,39380.00,151030.00,0.00,138290.00,1800.00,353610.00,87300.00,54420.00,19990.00
Aug 11 24  22:19,128220.00,0.00,290780.00,738440.00,40960.00,151390.00,0.00,138290.00,1800.00,361150.00,85420.00,54420.00,20180.00
Aug 11 24  22:20,122550.00,0.00,291710.00,738100.00,41000.00,152290.00,0.00,138070.00,1800.00,353610.00,85500.00,54420.00,20180.00
Aug 11 24  22:21,133530.00,0.00,291650.00,707330.00,40490.00,152480.00,0.00,138070.00,1800.00,362530.00,85460.00,54420.00,20180.00
Aug 11 24  22:22,120790.00,0.00,291810.00,704450.00,43070.00,151970.00,0.00,138070.00,1800.00,362090.00,85170.00,54380.00,21520.00
Aug 11 24  22:23,128770.00,0.00,291770.00,709920.00,43810.00,152700.00,0.00,138070.00,1800.00,344840.00,85190.00,54380.00,21520.00
Aug 11 24  22:24,138270.00,0.00,292110.00,709510.00,44050.00,151080.00,0.00,137520.00,1800.00,350270.00,85330.00,54380.00,21520.00
Aug 11 24  22:25,124390.00,0.00,289310.00,713150.00,41370.00,147090.00,0.00,137520.00,1820.00,361200.00,85720.00,54390.00,21520.00
Aug 11 24  22:26,130370.00,0.00,291980.00,710740.00,41820.00,149620.00,0.00,137520.00,1820.00,357140.00,85410.00,54390.00,23020.00
Aug 11 24  22:27,138170.00,0.00,294640.00,706140.00,41780.00,150810.00,0.00,137740.00,1820.00,353460.00,85120.00,54390.00,23020.00
Aug 11 24  22:28,140060.00,0.00,294440.00,709600.00,43900.00,153470.00,0.00,137740.00,1500.00,358530.00,85200.00,54390.00,23020.00
Aug 11 24  22:29,134820.00,0.00,294280.00,720450.00,41960.00,152870.00,0.00,137740.00,1500.00,359570.00,85920.00,54060.00,22680.00
Aug 11 24  22:30,129700.00,0.00,293820.00,741640.00,43060.00,152880.00,0.00,137740.00,1500.00,360120.00,85610.00,54060.00,22680.00
Aug 11 24  22:31,126960.00,0.00,292690.00,741240.00,42260.00,153870.00,0.00,138110.00,1510.00,367060.00,85200.00,54060.00,22680.00
Aug 11 24  22:32,127180.00,0.00,291910.00,743310.00,42010.00,152340.00,0.00,138110.00,1510.00,353520.00,85620.00,54580.00,22680.00
Aug 11 24  22:33,130960.00,0.00,289670.00,732380.00,41460.00,153060.00,0.00,138110.00,1510.00,350220.00,85380.00,54580.00,21770.00
Aug 11 24  22:34,132820.00,0.00,289260.00,730530.00,42220.00,151270.00,0.00,136460.00,1510.00,351730.00,85720.00,54580.00,21770.00
Aug 11 24  22:35,112940.00,0.00,289060.00,734950.00,41290.00,151280.00,0.00,136460.00,1520.00,348980.00,85390.00,54580.00,21770.00
Aug 11 24  22:36,120150.00,0.00,289390.00,728280.00,41180.00,146940.00,0.00,136460.00,1520.00,349210.00,85510.00,54520.00,19390.00
Aug 11 24  22:37,129270.00,0.00,289790.00,735600.00,42020.00,149440.00,0.00,136460.00,1520.00,356920.00,85420.00,54520.00,19390.00
Aug 11 24  22:38,130620.00,0.00,290450.00,733940.00,43570.00,152020.00,0.00,135180.00,1520.00,345140.00,85490.00,54520.00,19390.00
Aug 11 24  22:39,131710.00,0.00,288540.00,741460.00,45000.00,152200.00,0.00,135180.00,1520.00,355450.00,85570.00,54210.00,19390.00
Aug 11 24  22:40,118070.00,0.00,287850.00,737310.00,42970.00,154290.00,0.00,135180.00,1520.00,341420.00,85910.00,54210.00,18060.00
Aug 11 24  22:41,119210.00,0.00,286190.00,734910.00,43230.00,154740.00,0.00,131780.00,1520.00,349310.00,85450.00,54210.00,18060.00
Aug 11 24  22:42,127370.00,0.00,283970.00,730990.00,39530.00,152580.00,0.00,131780.00,1510.00,350640.00,85320.00,54210.00,18060.00
Aug 11 24  22:43,132050.00,0.00,288180.00,728960.00,38410.00,154070.00,0.00,131780.00,1510.00,348080.00,85450.00,53720.00,16450.00
Aug 11 24  22:44,133800.00,0.00,289320.00,730700.00,39040.00,151360.00,0.00,131780.00,1510.00,343580.00,85480.00,53720.00,16450.00
Aug 11 24  22:45,130380.00,0.00,290090.00,732640.00,37580.00,151380.00,0.00,127080.00,1850.00,333230.00,85480.00,53720.00,16450.00
Aug 11 24  22:46,131090.00,0.00,290210.00,744670.00,37220.00,149640.00,0.00,127080.00,1850.00,318150.00,85350.00,53110.00,16450.00
Aug 11 24  22:47,130510.00,0.00,291080.00,736990.00,38060.00,150430.00,0.00,127080.00,1850.00,313240.00,85730.00,53110.00,14850.00
Aug 11 24  22:48,129610.00,0.00,290700.00,739890.00,38510.00,152370.00,0.00,123590.00,1850.00,306980.00,85230.00,53110.00,14850.00
Aug 11 24  22:49,127660.00,0.00,290770.00,734160.00,38790.00,153570.00,0.00,123590.00,1840.00,312700.00,85630.00,52820.00,14850.00
Aug 11 24  22:50,126980.00,0.00,290470.00,733880.00,38670.00,152470.00,0.00,123590.00,1840.00,309790.00,85490.00,52820.00,13290.00
Aug 11 24  22:51,125950.00,0.00,289080.00,738050.00,40700.00,151570.00,0.00,123590.00,1840.00,311550.00,85210.00,52820.00,13290.00
Aug 11 24  22:52,110850.00,0.00,288330.00,736100.00,40280.00,150560.00,0.00,123330.00,1840.00,314000.00,85350.00,52820.00,13290.00
Aug 11 24  22:53,113580.00,0.00,292300.00,747330.00,40550.00,150850.00,0.00,123330.00,1840.00,317520.00,85370.00,53090.00,13290.00
Aug 11 24  22:54,121410.00,0.00,290940.00,735340.00,41030.00,152210.00,0.00,123330.00,1840.00,302280.00,84990.00,53090.00,11810.00
Aug 11 24  22:55,124080.00,0.00,290680.00,740280.00,41940.00,153150.00,0.00,122890.00,1840.00,306860.00,85220.00,53090.00,11810.00
Aug 11 24  22:56,127420.00,0.00,290240.00,734180.00,44080.00,151430.00,0.00,122890.00,1840.00,295080.00,85140.00,53090.00,11810.00
Aug 11 24  22:57,112360.00,0.00,290010.00,737740.00,42350.00,151990.00,0.00,122890.00,1840.00,311410.00,85080.00,53090.00,10070.00
Aug 11 24  22:58,119430.00,0.00,290890.00,739040.00,43370.00,153830.00,0.00,122890.00,1840.00,309790.00,85190.00,53090.00,10070.00
Aug 11 24  22:59,116540.00,0.00,288420.00,735670.00,42150.00,151580.00,0.00,122730.00,1500.00,322440.00,85140.00,53090.00,10070.00
Aug 11 24  23:00,114730.00,0.00,288830.00,733430.00,41800.00,147380.00,0.00,122730.00,1500.00,315290.00,85220.00,53240.00,10070.00
Aug 11 24  23:01,123390.00,0.00,293030.00,742760.00,40130.00,150550.00,0.00,122730.00,1500.00,322040.00,85150.00,53240.00,10400.00
Aug 11 24  23:02,122270.00,0.00,290390.00,738000.00,38560.00,152860.00,0.00,124460.00,1500.00,312760.00,85400.00,53240.00,10400.00
Aug 11 24  23:03,118620.00,0.00,291880.00,740910.00,40860.00,151680.00,0.00,124460.00,1510.00,297040.00,85450.00,53240.00,10400.00
Aug 11 24  23:04,120460.00,0.00,290420.00,738890.00,40880.00,152990.00,0.00,124460.00,1510.00,319580.00,85150.00,61200.00,10070.00
Aug 11 24  23:05,128850.00,0.00,291390.00,735710.00,41510.00,152610.00,0.00,124460.00,1510.00,313650.00,85430.00,61200.00,10070.00
Aug 11 24  23:06,131630.00,0.00,288540.00,734350.00,39940.00,152370.00,0.00,123460.00,1510.00,318180.00,85090.00,61200.00,10070.00
Aug 11 24  23:07,132590.00,0.00,290560.00,708990.00,40960.00,152940.00,0.00,123460.00,1510.00,316970.00,84930.00,52910.00,10070.00
Aug 11 24  23:08,132320.00,0.00,291360.00,721130.00,40460.00,151140.00,0.00,123460.00,1510.00,300730.00,84950.00,52910.00,10130.00
Aug 11 24  23:09,132500.00,0.00,290510.00,713020.00,42020.00,148740.00,0.00,123420.00,1510.00,309870.00,85590.00,52910.00,10130.00
Aug 11 24  23:10,119210.00,0.00,294850.00,714180.00,39580.00,149590.00,0.00,123420.00,1520.00,307820.00,85110.00,52910.00,10130.00
Aug 11 24  23:11,120180.00,0.00,293470.00,708310.00,39390.00,152280.00,0.00,123420.00,1520.00,303390.00,85990.00,53750.00,10120.00
Aug 11 24  23:12,127130.00,0.00,293770.00,715760.00,38220.00,152310.00,0.00,123420.00,1520.00,315950.00,85980.00,53750.00,10120.00
Aug 11 24  23:13,128770.00,0.00,293230.00,739640.00,40190.00,152580.00,0.00,125770.00,1830.00,311190.00,86140.00,53750.00,10120.00
Aug 11 24  23:14,121230.00,0.00,292590.00,741510.00,40500.00,153250.00,0.00,125770.00,1830.00,315240.00,85560.00,53490.00,10120.00
Aug 11 24  23:15,118450.00,0.00,292010.00,747680.00,43180.00,153240.00,0.00,125770.00,1830.00,316410.00,85780.00,53490.00,10990.00
Aug 11 24  23:16,126940.00,0.00,291680.00,735950.00,45360.00,152030.00,0.00,131050.00,1830.00,315940.00,85630.00,53490.00,10990.00
Aug 11 24  23:17,119320.00,0.00,291590.00,737510.00,43060.00,150130.00,0.00,131050.00,1840.00,320630.00,85240.00,53490.00,10990.00
Aug 11 24  23:18,124770.00,0.00,289230.00,742100.00,41290.00,146850.00,0.00,131050.00,1840.00,328890.00,84990.00,53440.00,11970.00
Aug 11 24  23:19,121570.00,0.00,292650.00,738840.00,40400.00,149790.00,0.00,131050.00,1840.00,339500.00,84930.00,53440.00,11970.00
Aug 11 24  23:20,122300.00,0.00,295850.00,742160.00,41140.00,151270.00,0.00,137510.00,1850.00,337100.00,85220.00,53440.00,11970.00
Aug 11 24  23:21,120890.00,0.00,293450.00,739620.00,41450.00,152100.00,0.00,137510.00,1850.00,346780.00,85540.00,53850.00,11970.00
Aug 11 24  23:22,121420.00,0.00,293710.00,743900.00,39310.00,152310.00,0.00,137510.00,1850.00,348770.00,85340.00,53850.00,13170.00
Aug 11 24  23:23,123080.00,0.00,294610.00,738920.00,38700.00,153640.00,0.00,138070.00,1850.00,356700.00,85680.00,53850.00,13170.00
Aug 11 24  23:24,122470.00,0.00,293630.00,742930.00,38060.00,153590.00,0.00,138070.00,1850.00,333890.00,85310.00,53850.00,13170.00
Aug 11 24  23:25,122490.00,0.00,293500.00,744110.00,38700.00,154310.00,0.00,138070.00,1850.00,330000.00,85060.00,53890.00,13170.00
Aug 11 24  23:26,129250.00,0.00,292260.00,738110.00,43410.00,153700.00,0.00,138070.00,1850.00,334600.00,85270.00,53890.00,14610.00
Aug 11 24  23:27,135820.00,0.00,293190.00,739380.00,42440.00,152300.00,0.00,137720.00,1850.00,339410.00,85190.00,53890.00,14610.00
Aug 11 24  23:28,124960.00,0.00,294290.00,733720.00,42150.00,149930.00,0.00,137720.00,1520.00,350370.00,84990.00,54000.00,14610.00
Aug 11 24  23:29,128130.00,0.00,294600.00,744050.00,41620.00,151880.00,0.00,137720.00,1520.00,339350.00,84940.00,54000.00,17090.00
Aug 11 24  23:30,132960.00,0.00,295250.00,741420.00,40440.00,150750.00,0.00,137940.00,1520.00,345180.00,85310.00,54000.00,17090.00
Aug 11 24  23:31,137940.00,0.00,293630.00,739400.00,40910.00,152050.00,0.00,137940.00,1520.00,347570.00,85130.00,54000.00,17090.00
Aug 11 24  23:32,126250.00,0.00,293350.00,741490.00,41600.00,149810.00,0.00,137940.00,1520.00,355090.00,85330.00,54410.00,17090.00
Aug 11 24  23:33,129120.00,0.00,291450.00,733070.00,42040.00,149310.00,0.00,137940.00,1520.00,334280.00,84910.00,54410.00,18170.00
Aug 11 24  23:34,124190.00,0.00,294050.00,735630.00,40670.00,149090.00,0.00,136950.00,1520.00,341340.00,84910.00,54410.00,18170.00
Aug 11 24  23:35,131050.00,0.00,296330.00,743790.00,41840.00,152410.00,0.00,136950.00,1490.00,351190.00,85020.00,54500.00,18170.00
Aug 11 24  23:36,135950.00,0.00,293340.00,747410.00,40670.00,151940.00,0.00,136950.00,1490.00,348690.00,85170.00,54500.00,18650.00
Aug 11 24  23:37,123950.00,0.00,294650.00,742810.00,40920.00,152800.00,0.00,136950.00,1490.00,350030.00,85100.00,54500.00,18650.00
Aug 11 24  23:38,132150.00,0.00,293280.00,738350.00,42160.00,154240.00,0.00,136920.00,1510.00,346850.00,85210.00,54500.00,18650.00
Aug 11 24  23:39,130040.00,0.00,291420.00,738310.00,38960.00,153540.00,0.00,136920.00,1510.00,337760.00,85270.00,54230.00,18650.00
Aug 11 24  23:40,122880.00,0.00,292130.00,734840.00,39610.00,152530.00,0.00,136920.00,1510.00,339310.00,85190.00,54230.00,18920.00
Aug 11 24  23:41,127950.00,0.00,291400.00,740810.00,39510.00,153120.00,0.00,135860.00,1510.00,349250.00,85430.00,54230.00,18920.00
Aug 11 24  23:42,134400.00,0.00,262020.00,709120.00,38790.00,151530.00,0.00,135860.00,1840.00,340190.00,85400.00,54230.00,18920.00
Aug 11 24  23:43,132010.00,0.00,266930.00,699800.00,39820.00,147370.00,0.00,135860.00,1840.00,336470.00,85330.00,54130.00,17870.00
Aug 11 24  23:44,133930.00,0.00,296340.00,710820.00,40780.00,150210.00,0.00,135860.00,1840.00,345430.00,85280.00,54130.00,17870.00
Aug 11 24  23:45,132860.00,0.00,297560.00,717420.00,40470.00,150820.00,0.00,133090.00,1840.00,329780.00,85290.00,54130.00,17870.00
Aug 11 24  23:46,131600.00,0.00,296310.00,716850.00,40620.00,152330.00,0.00,133090.00,1840.00,330350.00,85260.00,53380.00,17870.00
Aug 11 24  23:47,129440.00,0.00,295270.00,715690.00,38940.00,152480.00,0.00,133090.00,1840.00,342630.00,85520.00,53380.00,17200.00
